,q
1874,6255.56
1875,6082.56
1876,6106.56
1877,6300.56
1878,6063.56
1879,6379.56
1880,6353.92
1881,6060.56
1882,6040.56
1883,6147.56
1884,6088.56
1885,6155.56
1886,6069.56
1887,6171.56
1888,6260.56
1889,6174.56
1890,6108.56
1891,6107.56
1892,6228.56
1893,6162.56
1894,6037.56
1895,6085.56
1896,6178.56
1897,6166.56
1898,6054.56
1899,6136.56
1900,6168.56
1901,6147.92
1902,6082.56
1903,6174.92
1904,6077.56
1905,6182.56
1906,6304.92
1907,6049.56
1908,6059.56
1909,6039.56
1910,6242.56
1911,6174.56
1912,6278.28
1913,6204.92
1914,6040.56
1915,6359.92
1916,6102.56
1917,6193.56
1918,6155.56
1919,6281.28
1920,6141.92
1921,6048.56
1922,6069.56
1923,6455.28
1924,6481.92
1925,6399.56
1926,6167.56
1927,6277.56
1928,6092.56
1929,6099.56
1930,6082.56
1931,6062.56
1932,6220.92
1933,6218.56
1934,6075.56
1935,6192.56
1936,6060.56
1937,6247.28
1938,6306.56
1939,6178.56
1940,6112.56
1941,6100.56
1942,6197.92
1943,6252.28
1944,6044.56
1945,6043.56
1946,6195.92
1947,6291.56
1948,6254.28
1949,6252.92
1950,6097.56
1951,6102.56
1952,6229.56
1953,6248.56
1954,6080.56
1955,6154.56
1956,6251.92
1957,6145.92
1958,6301.56
1959,6148.56
1960,6257.92
1961,6512.56
1962,6257.56
1963,6062.56
1964,6244.56
1965,6401.56
1966,6082.56
1967,6065.56
1968,6147.56
1969,6399.56
1970,6062.56
1971,6156.56
1972,6066.56
1973,6155.56
1974,6161.56
1975,6177.56
1976,6122.56
1977,6200.92
1978,6167.56
1979,6167.56
1980,6102.56
1981,6259.92
1982,6058.56
1983,6043.56
1984,6066.56
1985,6071.56
1986,6194.56
1987,6043.56
1988,6039.56
1989,6070.56
1990,6264.56
1991,6375.92
1992,6055.56
1993,6087.56
1994,6058.56
1995,6251.56
1996,6073.56
1997,6198.56
1998,6182.92
1999,6052.56
2000,6350.92
2001,6182.56
2002,6082.56
2003,6247.92
2004,6153.92
2005,6214.56
2006,6174.56
2007,6103.56
2008,6275.28
2009,6161.92
2010,6210.56
2011,6396.56
2012,6179.92
2013,6269.56
2014,6054.56
2015,6100.56
2016,6152.92
2017,6182.56
2018,6088.56
2019,6039.56
2020,6265.56
2021,6077.56
2022,6139.92
2023,6059.56
2024,6059.56
2025,6050.56
2026,6167.92
2027,6304.92
2028,6061.56
2029,6440.92
2030,6258.92
2031,6057.56
2032,6365.28
2033,6250.56
2034,6367.28
2035,6367.92
2036,6145.92
2037,6099.56
2038,6075.56
2039,6251.56
2040,6058.56
2041,6065.56
2042,6177.56
2043,6159.56
2044,6181.92
2045,6104.56
2046,6217.92
2047,6066.56
2048,6279.56
2049,6050.56
2050,6145.92
2051,6063.56
2052,6095.56
2053,6079.56
2054,6053.56
2055,6363.56
2056,6178.56
2057,6141.92
2058,6063.56
2059,6304.56
2060,6089.56
2061,6149.56
2062,6274.92
2063,6191.56
2064,6414.56
2065,6066.56
2066,6260.56
2067,6340.56
2068,6060.56
2069,6081.56
2070,6182.92
2071,6159.56
2072,6125.56
2073,6164.92
2074,6141.92
2075,6075.56
2076,6185.56
2077,6175.56
2078,6046.56
2079,6068.56
2080,6163.92
2081,6195.56
2082,6341.56
2083,6042.56
2084,6058.56
2085,6275.56
2086,6275.56
2087,6268.56
2088,6170.56
2089,6267.56
2090,6169.56
2091,6198.92
2092,6351.64
2093,6151.56
2094,6069.56
2095,6178.92
2096,6155.92
2097,6041.56
2098,6066.56
2099,6274.92
2100,6073.56
2101,6165.56
2102,6087.56
2103,6044.56
2104,6066.56
2105,6267.56
2106,6276.92
2107,6056.56
2108,6047.56
2109,6167.92
2110,6364.56
2111,6101.56
2112,6170.56
2113,6080.56
2114,6233.56
2115,6197.92
2116,6143.92
2117,6150.92
2118,6098.56
2119,6065.56
2120,6079.56
2121,6082.56
2122,6042.56
2123,6111.56
2124,6297.92
2125,6346.92
2126,6086.56
2127,6175.92
2128,6168.56
2129,6157.56
2130,6175.56
2131,6171.56
2132,6054.56
2133,6061.56
2134,6069.56
2135,6047.56
2136,6150.92
2137,6376.92
2138,6056.56
2139,6270.92
2140,6146.56
2141,6173.92
2142,6067.56
2143,6063.56
2144,6210.56
2145,6165.92
2146,6156.92
2147,6169.92
2148,6064.56
2149,6147.56
2150,6393.92
2151,6169.56
2152,6082.56
2153,6091.56
2154,6058.56
2155,6143.92
2156,6046.56
2157,6075.56
2158,6252.92
2159,6062.56
2160,6140.92
2161,6053.56
2162,6088.56
2163,6212.56
2164,6070.56
2165,6086.56
2166,6351.92
2167,6290.56
2168,6092.56
2169,6051.56
2170,6187.56
2171,6144.56
2172,6086.56
2173,6356.28
2174,6099.56
2175,6244.56
2176,6051.56
2177,6347.28
2178,6204.56
2179,6165.92
2180,6182.56
2181,6312.56
2182,6197.56
2183,6150.56
2184,6176.92
2185,6160.56
2186,6070.56
2187,6351.64
2188,6079.56
2189,6216.92
2190,6244.56
2191,6065.56
2192,6059.56
2193,6281.56
2194,6179.92
2195,6261.28
2196,6292.56
2197,6180.92
2198,6194.56
2199,6182.56
2200,6274.56
2201,6146.56
2202,6076.56
2203,6197.92
2204,6288.56
2205,6178.56
2206,6338.56
2207,6315.92
2208,6469.28
2209,6048.56
2210,6084.56
2211,6177.56
2212,6073.56
2213,6104.56
2214,6093.56
2215,6251.56
2216,6089.56
2217,6047.56
2218,6270.56
2219,6078.56
2220,6467.92
2221,6156.56
2222,6053.56
2223,6197.92
2224,6052.56
2225,6084.56
2226,6120.56
2227,6231.56
2228,6144.92
2229,6175.56
2230,6079.56
2231,6054.56
2232,6282.92
2233,6057.56
2234,6043.56
2235,6387.92
2236,6165.56
2237,6081.56
2238,6057.56
2239,6078.56
2240,6143.56
2241,6050.56
2242,6042.56
2243,6168.92
2244,6205.56
2245,6273.56
2246,6077.56
2247,6155.56
2248,6061.56
2249,6059.56
2250,6152.92
2251,6092.56
2252,6230.92
2253,6169.56
2254,6064.56
2255,6346.64
2256,6111.56
2257,6322.92
2258,6158.56
2259,6255.56
2260,6149.56
2261,6190.56
2262,6045.56
2263,6285.56
2264,6088.56
2265,6064.56
2266,6259.28
2267,6325.56
2268,6364.56
2269,6051.56
2270,6196.56
2271,6145.56
2272,6101.56
2273,6179.56
2274,6287.56
2275,6162.56
2276,6140.56
2277,6309.56
2278,6083.56
2279,6072.56
2280,6272.56
2281,6253.56
2282,6069.56
2283,6083.56
2284,6196.56
2285,6054.56
2286,6086.56
2287,6060.56
2288,6150.56
2289,6148.92
2290,6250.28
2291,6368.28
2292,6209.56
2293,6244.92
2294,6084.56
2295,6308.56
2296,6158.56
2297,6376.92
2298,6143.92
2299,6061.56
2300,6062.56
2301,6174.56
2302,6150.56
2303,6348.92
2304,6255.56
2305,6055.56
2306,6166.56
2307,6152.56
2308,6167.92
2309,6072.56
2310,6259.56
2311,6068.56
2312,6062.56
2313,6037.56
2314,6208.56
2315,6377.28
2316,6249.92
2317,6193.92
2318,6186.56
2319,6140.56
2320,6039.56
2321,6079.56
2322,6110.56
2323,6053.56
2324,6067.56
2325,6193.92
2326,6375.28
2327,6077.56
2328,6051.56
2329,6171.56
2330,6388.56
2331,6094.56
2332,6251.92
2333,6271.56
2334,6053.56
2335,6156.56
2336,6601.56
2337,6377.56
2338,6169.92
2339,6107.56
2340,6067.56
2341,6071.56
2342,6181.56
2343,6048.56
2344,6042.56
2345,6474.56
2346,6244.56
2347,6162.92
2348,6051.56
2349,6167.56
2350,6217.56
2351,6082.56
2352,6189.56
2353,6077.56
2354,6057.56
2355,6288.56
2356,6082.56
2357,6063.56
2358,6284.56
2359,6069.56
2360,6095.56
2361,6060.56
2362,6078.56
2363,6135.56
2364,6065.56
2365,6073.56
2366,6075.56
2367,6151.92
2368,6268.56
2369,6170.56
2370,6268.92
2371,6307.92
2372,6403.92
2373,6089.56
2374,6100.56
2375,6059.56
2376,6183.56
2377,6225.92
2378,6371.28
2379,6191.56
2380,6170.56
2381,6172.56
2382,6392.56
2383,6098.56
2384,6056.56
2385,6147.92
2386,6040.56
2387,6170.56
2388,6057.56
2389,6111.56
2390,6159.92
2391,6164.56
2392,6106.56
2393,6049.56
2394,6083.56
2395,6169.92
2396,6468.28
2397,6178.92
2398,6359.56
2399,6150.56
2400,6177.56
2401,6155.56
2402,6087.56
2403,6113.56
2404,6194.56
2405,6093.56
2406,6231.56
2407,6384.56
2408,6172.92
2409,6060.56
2410,6061.56
2411,6054.56
2412,6169.56
2413,6059.56
2414,6061.56
2415,6069.56
2416,6109.56
2417,6071.56
2418,6351.28
2419,6146.56
2420,6162.92
2421,6149.56
2422,6256.92
2423,6381.56
2424,6170.56
2425,6173.56
2426,6059.56
2427,6172.92
2428,6366.92
2429,6356.92
2430,6193.92
2431,6140.56
2432,6403.56
2433,6146.92
2434,6062.56
2435,6069.56
2436,6158.56
2437,6157.92
2438,6236.56
2439,6262.56
2440,6351.92
2441,6069.56
2442,6233.56
2443,6159.92
2444,6089.56
2445,6429.92
2446,6249.92
2447,6088.56
2448,6172.56
2449,6047.56
2450,6036.56
2451,6207.56
2452,6160.92
2453,6049.56
2454,6093.56
2455,6137.92
2456,6371.92
2457,6175.92
2458,6045.56
2459,6219.56
2460,6274.56
2461,6163.56
2462,6076.56
2463,6160.56
2464,6042.56
2465,6195.56
2466,6075.56
2467,6270.56
2468,6073.56
2469,6105.56
2470,6262.56
2471,6089.56
2472,6175.56
2473,6274.92
2474,6425.56
2475,6052.56
2476,6322.56
2477,6094.56
2478,6041.56
2479,6159.56
2480,6326.56
2481,6094.56
2482,6154.92
2483,6092.56
2484,6168.92
2485,6211.92
2486,6156.56
2487,6045.56
2488,6380.92
2489,6124.56
2490,6171.56
2491,6262.56
2492,6177.56
2493,6106.56
2494,6121.56
2495,6163.56
2496,6314.56
2497,6061.56
2498,6150.56
2499,6461.28
2500,6275.56
2501,6157.56
2502,6105.56
2503,6175.56
2504,6341.28
2505,6255.92
2506,6093.56
2507,6157.56
2508,6322.56
2509,6259.28
2510,6230.56
2511,6162.92
2512,6074.56
2513,6066.56
2514,6069.56
2515,6085.56
2516,6054.56
2517,6274.92
2518,6050.56
2519,6167.56
2520,6039.56
2521,6131.56
2522,6056.56
2523,6344.56
2524,6374.56
2525,6190.56
2526,6133.56
2527,6152.56
2528,6186.56
2529,6281.92
2530,6123.56
2531,6159.56
2532,6095.56
2533,6238.92
2534,6148.92
2535,6170.56
2536,6178.56
2537,6271.56
2538,6153.56
2539,6129.56
2540,6209.56
2541,6176.56
2542,6040.56
2543,6162.56
2544,6062.56
2545,6146.56
2546,6161.56
2547,6173.92
2548,6157.56
2549,6215.92
2550,6069.56
2551,6292.92
2552,6192.92
2553,6059.56
2554,6070.56
2555,6071.56
2556,6108.56
2557,6072.56
2558,6048.56
2559,6084.56
2560,6135.56
2561,6115.56
2562,6154.56
2563,6254.56
2564,6263.56
2565,6062.56
2566,6161.56
2567,6068.56
2568,6211.56
2569,6078.56
2570,6267.92
2571,6190.56
2572,6171.92
2573,6063.56
2574,6387.92
2575,6100.56
2576,6075.56
2577,6298.56
2578,6073.56
2579,6378.56
2580,6029.56
2581,6103.56
2582,6160.56
2583,6238.56
2584,6354.56
2585,6176.56
2586,6179.56
2587,6139.56
2588,6081.56
2589,6077.56
2590,6052.56
2591,6151.56
2592,6169.56
2593,6110.56
2594,6149.56
2595,6054.56
2596,6174.56
2597,6206.56
2598,6142.56
2599,6092.56
2600,6090.56
2601,6218.56
2602,6086.56
2603,6305.56
2604,6244.56
2605,6164.92
2606,6168.56
2607,6041.56
2608,6173.56
2609,6054.56
2610,6108.56
2611,6162.92
2612,6241.92
2613,6150.56
2614,6177.92
2615,6085.56
2616,6149.56
2617,6061.56
2618,6167.56
2619,6063.56
2620,6090.56
2621,6065.56
2622,6076.56
2623,6109.56
2624,6140.56
2625,6044.56
2626,6208.56
2627,6203.56
2628,6164.92
2629,6311.28
2630,6098.56
2631,6065.56
2632,6155.92
2633,6171.56
2634,6075.56
2635,6258.28
2636,6045.56
2637,6160.56
2638,6488.28
2639,6085.56
2640,6269.56
2641,6151.56
2642,6213.56
2643,6059.56
2644,6478.64
2645,6057.56
2646,6072.56
2647,6204.56
2648,6069.56
2649,6051.56
2650,6102.56
2651,6149.56
2652,6098.56
2653,6256.28
2654,6181.56
2655,6165.92
2656,6043.56
2657,6083.56
2658,6138.56
2659,6072.56
2660,6254.92
2661,6063.56
2662,6063.56
2663,6042.56
2664,6238.56
2665,6066.56
2666,6147.92
2667,6255.92
2668,6346.92
2669,6087.56
2670,6059.56
2671,6078.56
2672,6150.56
2673,6197.56
2674,6044.56
2675,6158.56
2676,6173.56
2677,6059.56
2678,6250.92
2679,6175.56
2680,6092.56
2681,6183.92
2682,6047.56
2683,6205.56
2684,6073.56
2685,6182.56
2686,6114.56
2687,6057.56
2688,6189.56
2689,6094.56
2690,6396.92
2691,6175.92
2692,6158.92
2693,6215.56
2694,6253.92
2695,6242.28
2696,6151.92
2697,6090.56
2698,6056.56
2699,6035.56
2700,6073.56
2701,6170.56
2702,6262.56
2703,6071.56
2704,6307.28
2705,6158.92
2706,6055.56
2707,6339.28
2708,6162.92
2709,6185.92
2710,6262.28
2711,6372.56
2712,6069.56
2713,6263.28
2714,6174.56
2715,6067.56
2716,6045.56
2717,6058.56
2718,6262.56
2719,6356.56
2720,6177.56
2721,6211.56
2722,6342.56
2723,6171.92
2724,6045.56
2725,6127.56
2726,6159.56
2727,6182.92
2728,6270.56
2729,6205.56
2730,6176.92
2731,6163.56
2732,6444.56
2733,6045.56
2734,6062.56
2735,6270.92
2736,6087.56
2737,6060.56
2738,6052.56
2739,6127.56
2740,6457.56
2741,6187.56
2742,6370.92
2743,6092.56
2744,6145.56
2745,6123.56
2746,6139.56
2747,6510.56
2748,6088.56
2749,6138.56
2750,6103.56
2751,6150.92
2752,6282.56
2753,6251.92
2754,6076.56
2755,6041.56
2756,6374.56
2757,6051.56
2758,6055.56
2759,6115.56
2760,6084.56
2761,6264.56
2762,6074.56
2763,6042.56
2764,6157.56
2765,6062.56
2766,6082.56
2767,6135.56
2768,6247.28
2769,6061.56
2770,6055.56
2771,6252.92
2772,6078.56
2773,6225.56
2774,6273.56
2775,6080.56
2776,6464.64
2777,6123.56
2778,6260.92
2779,6144.56
2780,6047.56
2781,6033.56
2782,6208.56
2783,6078.56
2784,6170.92
2785,6057.56
2786,6048.56
2787,6073.56
2788,6075.56
2789,6043.56
2790,6213.92
2791,6062.56
2792,6234.56
2793,6169.56
2794,6061.56
2795,6189.56
2796,6270.92
2797,6102.56
2798,6078.56
2799,6053.56
2800,6160.56
2801,6155.56
2802,6274.92
2803,6263.56
2804,6189.56
2805,6097.56
2806,6069.56
2807,6052.56
2808,6177.56
2809,6255.56
2810,6083.56
2811,6102.56
2812,6071.56
2813,6253.56
2814,6163.92
2815,6115.56
2816,6161.56
2817,6214.56
2818,6058.56
2819,6272.56
2820,6168.56
2821,6278.92
2822,6444.28
2823,6260.92
2824,6095.56
2825,6272.92
2826,6305.56
2827,6238.56
2828,6055.56
2829,6476.28
2830,6047.56
2831,6242.28
2832,6165.56
2833,6274.56
2834,6159.56
2835,6079.56
2836,6495.92
2837,6051.56
2838,6181.56
2839,6033.56
2840,6645.64
2841,6180.92
2842,6192.56
2843,6121.56
2844,6055.56
2845,6051.56
2846,6210.56
2847,6278.28
2848,6434.56
2849,6067.56
2850,6289.56
2851,6390.92
2852,6212.56
2853,6070.56
2854,6162.56
2855,6167.92
2856,6064.56
2857,6393.56
2858,6143.92
2859,6170.92
2860,6073.56
2861,6423.28
2862,6091.56
2863,6037.56
2864,6170.56
2865,6077.56
2866,6300.56
2867,6080.56
2868,6080.56
2869,6148.56
2870,6162.56
2871,6156.92
2872,6049.56
2873,6170.56
2874,6156.56
2875,6211.92
2876,6052.56
2877,6056.56
2878,6140.92
2879,6078.56
2880,6044.56
2881,6173.92
2882,6073.56
2883,6272.92
2884,6231.56
2885,6091.56
2886,6073.56
2887,6046.56
2888,6300.92
2889,6041.56
2890,6095.56
2891,6286.56
2892,6445.92
2893,6291.56
2894,6146.92
2895,6366.56
2896,6205.92
2897,6049.56
2898,6158.56
2899,6363.28
2900,6078.56
2901,6256.92
2902,6085.56
2903,6279.56
2904,6089.56
2905,6185.92
2906,6184.92
2907,6170.92
2908,6080.56
2909,6320.56
2910,6081.56
2911,6300.56
2912,6152.56
2913,6112.56
2914,6257.56
2915,6177.56
2916,6061.56
2917,6058.56
2918,6161.56
2919,6080.56
2920,6183.56
2921,6181.56
2922,6360.56
2923,6201.56
2924,6177.92
2925,6068.56
2926,6300.92
2927,6251.28
2928,6052.56
2929,6059.56
2930,6181.56
2931,6059.56
2932,6051.56
2933,6123.56
2934,6251.28
2935,6295.56
2936,6143.56
2937,6274.56
2938,6366.56
2939,6147.92
2940,6117.56
2941,6072.56
2942,6268.92
2943,6217.56
2944,6303.56
2945,6055.56
2946,6092.56
2947,6325.56
2948,6204.92
2949,6057.56
2950,6167.92
2951,6174.92
2952,6172.56
2953,6262.56
2954,6343.92
2955,6147.56
2956,6135.56
2957,6049.56
2958,6036.56
2959,6103.56
2960,6086.56
2961,6166.56
2962,6185.56
2963,6075.56
2964,6201.56
2965,6092.56
2966,6179.92
2967,6294.56
2968,6159.92
2969,6066.56
2970,6049.56
2971,6145.92
2972,6034.56
2973,6149.92
2974,6195.56
2975,6197.56
2976,6155.56
2977,6150.92
2978,6055.56
2979,6259.56
2980,6098.56
2981,6101.56
2982,6148.92
2983,6263.28
2984,6185.56
2985,6067.56
2986,6048.56
2987,6265.28
2988,6048.56
2989,6060.56
2990,6054.56
2991,6186.92
2992,6560.56
2993,6272.56
2994,6160.92
2995,6160.56
2996,6076.56
2997,6075.56
2998,6168.56
2999,6373.92
3000,6141.56
3001,6164.92
3002,6062.56
3003,6174.56
3004,6144.56
3005,6099.56
3006,6206.56
3007,6175.92
3008,6370.28
3009,6090.56
3010,6072.56
3011,6220.56
3012,6050.56
3013,6147.92
3014,6555.92
3015,6182.56
3016,6074.56
3017,6076.56
3018,6440.28
3019,6080.56
3020,6352.64
3021,6052.56
3022,6206.56
3023,6053.56
3024,6057.56
3025,6188.92
3026,6158.92
3027,6169.56
3028,6090.56
3029,6194.56
3030,6065.56
3031,6171.56
3032,6090.56
3033,6347.92
3034,6059.56
3035,6273.92
3036,6314.56
3037,6156.56
3038,6075.56
3039,6141.92
3040,6152.56
3041,6245.92
3042,6119.56
3043,6113.56
3044,6100.56
3045,6136.56
3046,6259.28
3047,6072.56
3048,6194.92
3049,6089.56
3050,6107.56
3051,6158.56
3052,6064.56
3053,6301.92
3054,6108.56
3055,6042.56
3056,6099.56
3057,6165.56
3058,6140.56
3059,6080.56
3060,6257.56
3061,6077.56
3062,6263.92
3063,6145.56
3064,6055.56
3065,6204.92
3066,6198.56
3067,6290.56
3068,6188.56
3069,6250.56
3070,6060.56
3071,6188.56
3072,6118.56
3073,6069.56
3074,6210.56
3075,6033.56
3076,6066.56
3077,6437.56
3078,6365.28
3079,6070.56
3080,6185.56
3081,6157.56
3082,6107.56
3083,6184.92
3084,6045.56
3085,6082.56
3086,6125.56
3087,6036.56
3088,6248.92
3089,6258.56
3090,6190.56
3091,6067.56
3092,6273.92
3093,6125.56
3094,6164.56
3095,6109.56
3096,6268.92
3097,6183.56
3098,6293.56
3099,6071.56
3100,6096.56
3101,6072.56
3102,6257.56
3103,6265.28
3104,6073.56
3105,6039.56
3106,6156.56
3107,6056.56
3108,6058.56
3109,6071.56
3110,6098.56
3111,6379.56
3112,6267.92
3113,6203.56
3114,6272.92
3115,6073.56
3116,6093.56
3117,6051.56
3118,6053.56
3119,6158.92
3120,6300.28
3121,6162.92
3122,6279.92
3123,6082.56
3124,6140.92
3125,6071.56
3126,6060.56
3127,6120.56
3128,6074.56
3129,6230.56
3130,6192.56
3131,6250.92
3132,6112.56
3133,6048.56
3134,6106.56
3135,6179.56
3136,6114.56
3137,6271.56
3138,6048.56
3139,6215.56
3140,6031.56
3141,6149.92
3142,6179.56
3143,6071.56
3144,6159.56
3145,6219.56
3146,6158.92
3147,6075.56
3148,6041.56
3149,6198.56
3150,6258.56
3151,6375.56
3152,6060.56
3153,6074.56
3154,6511.28
3155,6246.28
3156,6175.56
3157,6265.92
3158,6091.56
3159,6090.56
3160,6072.56
3161,6199.92
3162,6160.56
3163,6059.56
3164,6372.28
3165,6157.56
3166,6062.56
3167,6174.56
3168,6183.92
3169,6316.56
3170,6069.56
3171,6065.56
3172,6195.56
3173,6106.56
3174,6213.92
3175,6062.56
3176,6154.56
3177,6056.56
3178,6153.56
3179,6141.56
3180,6200.56
3181,6212.92
3182,6180.92
3183,6274.56
3184,6175.56
3185,6126.56
3186,6273.56
3187,6056.56
3188,6175.56
3189,6354.92
3190,6269.92
3191,6115.56
3192,6052.56
3193,6055.56
3194,6151.56
3195,6058.56
3196,6059.56
3197,6286.56
3198,6266.56
3199,6114.56
3200,6258.56
3201,6112.56
3202,6154.56
3203,6140.56
3204,6090.56
3205,6158.56
3206,6138.56
3207,6201.56
3208,6052.56
3209,6038.56
3210,6170.92
3211,6189.56
3212,6159.56
3213,6069.56
3214,6139.56
3215,6065.56
3216,6168.92
3217,6059.56
3218,6044.56
3219,6198.56
3220,6070.56
3221,6136.92
3222,6448.56
3223,6050.56
3224,6165.92
3225,6246.56
3226,6317.56
3227,6040.56
3228,6076.56
3229,6185.56
3230,6156.92
3231,6138.56
3232,6046.56
3233,6156.92
3234,6206.56
3235,6144.56
3236,6105.56
3237,6163.92
3238,6070.56
3239,6262.56
3240,6160.56
3241,6270.56
3242,6053.56
3243,6078.56
3244,6092.56
3245,6163.56
3246,6057.56
3247,6043.56
3248,6078.56
3249,6073.56
3250,6065.56
3251,6296.56
3252,6215.92
3253,6247.56
3254,6072.56
3255,6480.92
3256,6166.56
3257,6066.56
3258,6114.56
3259,6097.56
3260,6042.56
3261,6059.56
3262,6107.56
3263,6066.56
3264,6139.92
3265,6252.56
3266,6108.56
3267,6262.56
3268,6271.56
3269,6075.56
3270,6475.56
3271,6077.56
3272,6061.56
3273,6178.92
3274,6193.56
3275,6089.56
3276,6114.56
3277,6240.56
3278,6066.56
3279,6378.92
3280,6082.56
3281,6064.56
3282,6056.56
3283,6224.56
3284,6081.56
3285,6088.56
3286,6161.56
3287,6294.56
3288,6167.56
3289,6163.92
3290,6416.56
3291,6139.56
3292,6101.56
3293,6162.56
3294,6264.92
3295,6036.56
3296,6252.56
3297,6259.56
3298,6164.92
3299,6188.92
3300,6307.28
3301,6145.56
3302,6276.56
3303,6305.28
3304,6301.56
3305,6074.56
3306,6078.56
3307,6163.92
3308,6071.56
3309,6154.56
3310,6478.56
3311,6257.28
3312,6183.56
3313,6052.56
3314,6166.56
3315,6252.92
3316,6051.56
3317,6174.56
3318,6059.56
3319,6159.56
3320,6285.28
3321,6154.56
3322,6095.56
3323,6199.56
3324,6157.56
3325,6184.56
3326,6096.56
3327,6157.56
3328,6104.56
3329,6267.92
3330,6368.56
3331,6291.56
3332,6095.56
3333,6224.56
3334,6050.56
3335,6155.56
3336,6158.92
3337,6168.92
3338,6156.56
3339,6154.92
3340,6282.56
3341,6097.56
3342,6042.56
3343,6157.56
3344,6253.56
3345,6159.92
3346,6109.56
3347,6065.56
3348,6153.92
3349,6159.56
3350,6177.56
3351,6188.56
3352,6147.56
3353,6122.56
3354,6102.56
3355,6174.92
3356,6086.56
3357,6178.56
3358,6151.56
3359,6056.56
3360,6081.56
3361,6179.92
3362,6042.56
3363,6110.56
3364,6162.92
3365,6157.92
3366,6043.56
3367,6209.92
3368,6079.56
3369,6214.56
3370,6147.56
3371,6092.56
3372,6079.56
3373,6078.56
3374,6252.28
3375,6256.56
3376,6268.92
3377,6107.56
3378,6261.28
3379,6261.92
3380,6114.56
3381,6043.56
3382,6080.56
3383,6374.92
3384,6073.56
3385,6393.56
3386,6148.56
3387,6273.92
3388,6144.56
3389,6381.92
3390,6198.56
3391,6166.56
3392,6190.92
3393,6357.28
3394,6107.56
3395,6116.56
3396,6157.92
3397,6070.56
3398,6202.56
3399,6161.56
3400,6159.56
3401,6087.56
3402,6047.56
3403,6085.56
3404,6097.56
3405,6159.92
3406,6277.56
3407,6048.56
3408,6152.92
3409,6061.56
3410,6045.56
3411,6088.56
3412,6086.56
3413,6115.56
3414,6091.56
3415,6150.56
3416,6072.56
3417,6219.56
3418,6125.56
3419,6271.28
3420,6059.56
3421,6162.92
3422,6157.56
3423,6116.56
3424,6070.56
3425,6055.56
3426,6152.56
3427,6057.56
3428,6064.56
3429,6291.56
3430,6075.56
3431,6493.28
3432,6079.56
3433,6277.56
3434,6032.56
3435,6237.92
3436,6173.92
3437,6199.56
3438,6168.92
3439,6074.56
3440,6081.56
3441,6059.56
3442,6149.56
3443,6176.92
3444,6137.92
3445,6399.64
3446,6095.56
3447,6187.56
3448,6190.56
3449,6165.56
3450,6074.56
3451,6360.64
3452,6207.56
3453,6296.56
3454,6042.56
3455,6108.56
3456,6243.28
3457,6055.56
3458,6145.56
3459,6164.56
3460,6264.28
3461,6479.92
3462,6085.56
3463,6075.56
3464,6066.56
3465,6137.56
3466,6148.56
3467,6274.56
3468,6162.56
3469,6165.92
3470,6171.92
3471,6172.56
3472,6122.56
3473,6305.92
3474,6264.56
3475,6070.56
3476,6147.56
3477,6063.56
3478,6111.56
3479,6188.56
3480,6189.56
3481,6077.56
3482,6159.92
3483,6266.56
3484,6068.56
3485,6341.92
3486,6175.92
3487,6050.56
3488,6283.92
3489,6153.56
3490,6312.56
3491,6058.56
3492,6085.56
3493,6163.92
3494,6160.92
3495,6152.92
3496,6142.92
3497,6053.56
3498,6151.56
3499,6079.56
3500,6158.92
3501,6047.56
3502,6103.56
3503,6055.56
3504,6161.56
3505,6196.56
3506,6085.56
3507,6308.56
3508,6160.56
3509,6265.92
3510,6268.92
3511,6476.64
3512,6250.56
3513,6050.56
3514,6164.56
3515,6179.92
3516,6085.56
3517,6082.56
3518,6083.56
3519,6158.56
3520,6071.56
3521,6081.56
3522,6048.56
3523,6061.56
3524,6143.56
3525,6110.56
3526,6073.56
3527,6143.56
3528,6051.56
3529,6276.92
3530,6263.28
3531,6086.56
3532,6082.56
3533,6188.56
3534,6277.56
3535,6085.56
3536,6138.56
3537,6089.56
3538,6078.56
3539,6155.92
3540,6176.56
3541,6045.56
3542,6137.56
3543,6161.92
3544,6049.56
3545,6152.92
3546,6042.56
3547,6134.56
3548,6156.92
3549,6113.56
3550,6171.56
3551,6164.92
3552,6046.56
3553,6051.56
3554,6148.92
3555,6050.56
3556,6067.56
3557,6055.56
3558,6058.56
3559,6091.56
3560,6109.56
3561,6045.56
3562,6056.56
3563,6050.56
3564,6147.92
3565,6144.92
3566,6195.56
3567,6114.56
3568,6171.92
3569,6146.56
3570,6071.56
3571,6146.92
3572,6150.92
3573,6159.56
3574,6110.56
3575,6035.56
3576,6349.92
3577,6272.28
3578,6125.56
3579,6191.56
3580,6061.56
3581,6063.56
3582,6058.56
3583,6150.56
3584,6166.56
3585,6042.56
3586,6115.56
3587,6162.56
3588,6147.92
3589,6064.56
3590,6139.56
3591,6084.56
3592,6142.92
3593,6250.92
3594,6144.56
3595,6218.56
3596,6284.56
3597,6172.92
3598,6086.56
3599,6153.92
3600,6273.92
3601,6058.56
3602,6240.56
3603,6070.56
3604,6140.56
3605,6044.56
3606,6072.56
3607,6203.92
3608,6306.28
3609,6087.56
3610,6246.28
3611,6333.56
3612,6033.56
3613,6263.56
3614,6111.56
3615,6364.92
3616,6197.56
3617,6155.56
3618,6062.56
3619,6179.56
3620,6046.56
3621,6368.56
3622,6173.56
